Event_Name,Event_Type,Department,Rating,Feedback_Comment
Leadership Workshop,Workshop,Civil,3,Decent event
Robotics Expo,Workshop,Mechanical,5,Excellent arrangements and content
Cyber Security Talk,Cultural,CSE,4,Learned a lot from this event
Data Science Bootcamp,Seminar,ECE,2,Too long and boring
Tech Fest,Cultural,CSE,1,Sound system was bad
Hackathon,Cultural,EEE,4,Highly engaging and interactive session
Tech Fest,Technical,EEE,4,Very informative and well organized
Cultural Night,Technical,ECE,1,Too long and boring
Tech Fest,Technical,Management,1,Too long and boring
Robotics Expo,Workshop,IT,2,Not well organized
Robotics Expo,Technical,Mechanical,3,Neither good nor bad
Cultural Night,Workshop,EEE,3,It was okay overall
Cultural Night,Seminar,IT,1,Poor time management
Hackathon,Workshop,CSE,5,Amazing experience and great speakers
Cultural Night,Seminar,CSE,5,Excellent arrangements and content
Robotics Expo,Seminar,Arts,1,Sound system was bad
Leadership Workshop,Cultural,IT,1,Not well organized
Cyber Security Talk,Workshop,Mechanical,3,"Average experience, could be better"
Cultural Night,Technical,Mechanical,5,Highly engaging and interactive session
Cyber Security Talk,Workshop,CSE,3,Decent event
AI Workshop,Technical,Arts,3,It was okay overall
Leadership Workshop,Technical,CSE,5,Learned a lot from this event
Leadership Workshop,Cultural,EEE,4,Learned a lot from this event
Leadership Workshop,Cultural,Arts,3,Decent event
AI Workshop,Workshop,Management,4,Learned a lot from this event
Cultural Night,Technical,EEE,1,Poor time management
Tech Fest,Seminar,CSE,2,Poor time management
Hackathon,Seminar,ECE,2,Sound system was bad
Data Science Bootcamp,Workshop,Mechanical,4,Very informative and well organized
Leadership Workshop,Cultural,Mechanical,4,Amazing experience and great speakers
Hackathon,Seminar,EEE,1,Expected more from this event
Data Science Bootcamp,Cultural,CSE,3,It was okay overall
Robotics Expo,Seminar,Arts,1,Too long and boring
Cultural Night,Seminar,Management,2,Too long and boring
Leadership Workshop,Seminar,IT,4,Excellent arrangements and content
Data Science Bootcamp,Seminar,Arts,4,Very informative and well organized
AI Workshop,Technical,CSE,3,Neither good nor bad
Hackathon,Workshop,Civil,4,Amazing experience and great speakers
Startup Meetup,Technical,IT,1,Not well organized
Startup Meetup,Seminar,Civil,1,Sound system was bad
Cyber Security Talk,Seminar,Civil,4,Learned a lot from this event
Robotics Expo,Seminar,EEE,5,Learned a lot from this event
Data Science Bootcamp,Workshop,IT,5,Learned a lot from this event
Robotics Expo,Seminar,Mechanical,5,Excellent arrangements and content
Tech Fest,Seminar,IT,3,Neither good nor bad
Robotics Expo,Cultural,Civil,5,Very informative and well organized
Tech Fest,Workshop,Mechanical,4,Very informative and well organized
Leadership Workshop,Cultural,Management,4,Amazing experience and great speakers
Tech Fest,Cultural,IT,4,Highly engaging and interactive session
Hackathon,Seminar,ECE,1,Expected more from this event
Hackathon,Seminar,Arts,3,Neither good nor bad
Data Science Bootcamp,Seminar,Civil,4,Very informative and well organized
Hackathon,Technical,CSE,2,Poor time management
Cultural Night,Seminar,Management,1,Sound system was bad
Robotics Expo,Technical,Civil,4,Amazing experience and great speakers
AI Workshop,Workshop,Management,1,Not well organized
Career Seminar,Workshop,EEE,3,Content was fine but nothing special
Leadership Workshop,Seminar,Civil,4,Learned a lot from this event
Hackathon,Seminar,IT,1,Sound system was bad
Career Seminar,Cultural,Management,2,Too long and boring
Cultural Night,Technical,EEE,5,Amazing experience and great speakers
Data Science Bootcamp,Cultural,Management,1,Too long and boring
Career Seminar,Technical,EEE,1,Sound system was bad
Cultural Night,Technical,Mechanical,4,Amazing experience and great speakers
Tech Fest,Seminar,IT,5,Excellent arrangements and content
Hackathon,Cultural,Mechanical,3,It was okay overall
Hackathon,Workshop,CSE,5,Excellent arrangements and content
Tech Fest,Technical,Mechanical,1,Sound system was bad
Robotics Expo,Cultural,Management,1,Expected more from this event
Data Science Bootcamp,Cultural,Mechanical,4,Learned a lot from this event
Data Science Bootcamp,Seminar,Civil,1,Expected more from this event
Tech Fest,Seminar,IT,3,"Average experience, could be better"
Startup Meetup,Cultural,Arts,3,It was okay overall
Startup Meetup,Cultural,Management,1,Too long and boring
Data Science Bootcamp,Workshop,Management,3,Decent event
AI Workshop,Seminar,Management,4,Very informative and well organized
Startup Meetup,Technical,ECE,1,Too long and boring
Hackathon,Technical,Mechanical,4,Highly engaging and interactive session
Robotics Expo,Technical,IT,5,Highly engaging and interactive session
Data Science Bootcamp,Cultural,Arts,1,Not well organized
AI Workshop,Cultural,Management,5,Highly engaging and interactive session
Hackathon,Seminar,IT,3,"Average experience, could be better"
Hackathon,Technical,CSE,5,Amazing experience and great speakers
Tech Fest,Workshop,Civil,1,Sound system was bad
Cyber Security Talk,Technical,Arts,3,Content was fine but nothing special
Startup Meetup,Workshop,IT,2,Not well organized
Cultural Night,Cultural,CSE,2,Expected more from this event
Data Science Bootcamp,Technical,IT,3,Decent event
Career Seminar,Seminar,CSE,4,Learned a lot from this event
Startup Meetup,Technical,Mechanical,2,Not well organized
Data Science Bootcamp,Technical,Management,1,Not well organized
Startup Meetup,Seminar,Mechanical,2,Poor time management
Startup Meetup,Technical,Mechanical,5,Highly engaging and interactive session
Robotics Expo,Seminar,CSE,2,Expected more from this event
Cyber Security Talk,Seminar,Arts,1,Expected more from this event
Tech Fest,Technical,IT,5,Very informative and well organized
Tech Fest,Workshop,Mechanical,2,Sound system was bad
Data Science Bootcamp,Cultural,Arts,5,Very informative and well organized
Tech Fest,Technical,EEE,3,It was okay overall
AI Workshop,Cultural,Mechanical,5,Very informative and well organized
Robotics Expo,Workshop,Management,1,Too long and boring
Leadership Workshop,Cultural,IT,5,Learned a lot from this event
Career Seminar,Workshop,Civil,5,Excellent arrangements and content
Robotics Expo,Technical,Mechanical,3,Decent event
Cyber Security Talk,Seminar,EEE,1,Too long and boring
Career Seminar,Technical,EEE,1,Expected more from this event
Leadership Workshop,Technical,Management,3,Decent event
Hackathon,Technical,EEE,2,Sound system was bad
Leadership Workshop,Cultural,ECE,5,Amazing experience and great speakers
Data Science Bootcamp,Seminar,Management,5,Excellent arrangements and content
AI Workshop,Cultural,CSE,3,It was okay overall
Tech Fest,Seminar,EEE,2,Poor time management
Robotics Expo,Cultural,ECE,1,Poor time management
Startup Meetup,Seminar,Arts,4,Excellent arrangements and content
Leadership Workshop,Technical,Arts,4,Amazing experience and great speakers
Hackathon,Workshop,Mechanical,1,Poor time management
Robotics Expo,Workshop,Management,1,Poor time management
Leadership Workshop,Workshop,EEE,3,Decent event
Robotics Expo,Technical,IT,1,Not well organized
Cyber Security Talk,Workshop,Mechanical,3,Decent event
AI Workshop,Cultural,Management,3,Neither good nor bad
Robotics Expo,Cultural,EEE,3,"Average experience, could be better"
Leadership Workshop,Cultural,Civil,5,Excellent arrangements and content
Career Seminar,Technical,IT,5,Very informative and well organized
Cultural Night,Technical,Mechanical,4,Very informative and well organized
Startup Meetup,Technical,Civil,5,Highly engaging and interactive session
Hackathon,Seminar,ECE,3,It was okay overall
AI Workshop,Workshop,Arts,2,Poor time management
Leadership Workshop,Workshop,ECE,1,Expected more from this event
Robotics Expo,Cultural,ECE,4,Excellent arrangements and content
Career Seminar,Workshop,CSE,4,Highly engaging and interactive session
Hackathon,Technical,IT,4,Learned a lot from this event
Robotics Expo,Seminar,Mechanical,3,"Average experience, could be better"
Leadership Workshop,Technical,ECE,3,Decent event
Robotics Expo,Seminar,Mechanical,3,Decent event
Data Science Bootcamp,Seminar,IT,3,It was okay overall
Cultural Night,Workshop,IT,5,Highly engaging and interactive session
Startup Meetup,Workshop,EEE,5,Learned a lot from this event
Hackathon,Technical,Arts,3,"Average experience, could be better"
Robotics Expo,Workshop,IT,1,Expected more from this event
Leadership Workshop,Technical,Civil,3,"Average experience, could be better"
Cyber Security Talk,Seminar,ECE,1,Not well organized
Hackathon,Workshop,CSE,1,Sound system was bad
Career Seminar,Seminar,EEE,5,Very informative and well organized
Cyber Security Talk,Workshop,IT,2,Too long and boring
Career Seminar,Cultural,ECE,5,Very informative and well organized
Cyber Security Talk,Cultural,Civil,5,Excellent arrangements and content
Leadership Workshop,Seminar,ECE,4,Amazing experience and great speakers
Startup Meetup,Technical,Arts,4,Very informative and well organized
Startup Meetup,Cultural,ECE,1,Expected more from this event
AI Workshop,Workshop,ECE,5,Learned a lot from this event
Leadership Workshop,Seminar,IT,5,Very informative and well organized
Cultural Night,Cultural,Civil,2,Not well organized
Hackathon,Workshop,Civil,5,Amazing experience and great speakers
Leadership Workshop,Seminar,ECE,5,Learned a lot from this event
Leadership Workshop,Technical,EEE,4,Excellent arrangements and content
Tech Fest,Cultural,EEE,3,Content was fine but nothing special
AI Workshop,Seminar,Arts,2,Not well organized
Career Seminar,Seminar,Arts,4,Learned a lot from this event
Robotics Expo,Cultural,Arts,5,Learned a lot from this event
Cyber Security Talk,Seminar,EEE,4,Excellent arrangements and content
Career Seminar,Workshop,CSE,3,It was okay overall
Tech Fest,Cultural,Management,5,Excellent arrangements and content
Data Science Bootcamp,Workshop,Arts,5,Amazing experience and great speakers
Leadership Workshop,Cultural,Arts,2,Too long and boring
Career Seminar,Cultural,EEE,1,Too long and boring
AI Workshop,Technical,Management,3,It was okay overall
Startup Meetup,Technical,Arts,4,Learned a lot from this event
Tech Fest,Seminar,Mechanical,2,Not well organized
Cyber Security Talk,Seminar,Civil,2,Too long and boring
Data Science Bootcamp,Technical,Management,1,Poor time management
Leadership Workshop,Technical,Mechanical,3,Content was fine but nothing special
Robotics Expo,Cultural,IT,2,Poor time management
Career Seminar,Seminar,Arts,4,Amazing experience and great speakers
Cyber Security Talk,Seminar,IT,2,Poor time management
Cultural Night,Seminar,IT,5,Highly engaging and interactive session
Career Seminar,Seminar,EEE,4,Learned a lot from this event
Data Science Bootcamp,Technical,Management,5,Highly engaging and interactive session
Leadership Workshop,Cultural,ECE,1,Poor time management
Startup Meetup,Technical,CSE,3,"Average experience, could be better"
Tech Fest,Technical,CSE,5,Amazing experience and great speakers
Cultural Night,Seminar,IT,4,Learned a lot from this event
Data Science Bootcamp,Seminar,Management,3,"Average experience, could be better"
Cultural Night,Seminar,ECE,5,Very informative and well organized
Hackathon,Workshop,EEE,4,Learned a lot from this event
Cyber Security Talk,Cultural,Civil,2,Not well organized
Leadership Workshop,Workshop,Management,4,Learned a lot from this event
Startup Meetup,Seminar,EEE,2,Not well organized
Cultural Night,Seminar,CSE,1,Sound system was bad
Robotics Expo,Cultural,CSE,2,Poor time management
Career Seminar,Cultural,IT,5,Excellent arrangements and content
Leadership Workshop,Workshop,CSE,4,Amazing experience and great speakers
Startup Meetup,Seminar,IT,3,It was okay overall
Cyber Security Talk,Seminar,Mechanical,5,Highly engaging and interactive session
Hackathon,Workshop,EEE,5,Learned a lot from this event
AI Workshop,Technical,Mechanical,1,Expected more from this event
Cultural Night,Technical,IT,1,Not well organized
Career Seminar,Seminar,EEE,5,Excellent arrangements and content
Startup Meetup,Technical,Mechanical,2,Not well organized
Leadership Workshop,Seminar,Management,3,Decent event
Cyber Security Talk,Seminar,Civil,2,Too long and boring
Data Science Bootcamp,Workshop,EEE,3,Decent event
Tech Fest,Cultural,EEE,1,Sound system was bad
Startup Meetup,Technical,Civil,5,Highly engaging and interactive session
Robotics Expo,Technical,ECE,4,Excellent arrangements and content
Hackathon,Seminar,ECE,1,Sound system was bad
AI Workshop,Workshop,ECE,2,Sound system was bad
Tech Fest,Technical,CSE,4,Highly engaging and interactive session
Cyber Security Talk,Seminar,CSE,5,Highly engaging and interactive session
Hackathon,Cultural,CSE,2,Too long and boring
Cultural Night,Workshop,Mechanical,4,Excellent arrangements and content
Robotics Expo,Cultural,EEE,3,"Average experience, could be better"
Robotics Expo,Cultural,Management,3,Neither good nor bad
Cyber Security Talk,Technical,Civil,5,Amazing experience and great speakers
Data Science Bootcamp,Seminar,Management,1,Too long and boring
Robotics Expo,Cultural,Management,4,Excellent arrangements and content
Robotics Expo,Technical,CSE,3,It was okay overall
Tech Fest,Workshop,Arts,5,Amazing experience and great speakers
Tech Fest,Seminar,EEE,3,It was okay overall
Hackathon,Cultural,Mechanical,5,Amazing experience and great speakers
AI Workshop,Workshop,EEE,1,Sound system was bad
Startup Meetup,Seminar,Mechanical,5,Amazing experience and great speakers
Hackathon,Workshop,Civil,2,Expected more from this event
Startup Meetup,Cultural,Management,1,Not well organized
Career Seminar,Cultural,Management,3,Decent event
Cyber Security Talk,Technical,Management,5,Very informative and well organized
Robotics Expo,Workshop,Management,3,Content was fine but nothing special
Career Seminar,Workshop,Mechanical,5,Very informative and well organized
Leadership Workshop,Cultural,IT,3,Decent event
Robotics Expo,Cultural,Civil,4,Very informative and well organized
Robotics Expo,Technical,Management,2,Not well organized
Cultural Night,Workshop,ECE,3,Content was fine but nothing special
Hackathon,Workshop,Management,4,Excellent arrangements and content
Leadership Workshop,Seminar,Management,3,It was okay overall
Data Science Bootcamp,Seminar,Management,2,Poor time management
Tech Fest,Cultural,Arts,2,Too long and boring
Leadership Workshop,Technical,Arts,1,Too long and boring
